State,District,Year,District Year,Dem%,Rep%,Oth%,M%,Winner
AR,1,2004,2012,48,52,,3,Bush
AR,2,2004,2012,48,52,,4,Bush
AR,3,2004,2012,37,63,,27,Bush
AR,4,2004,2012,46,54,,8,Bush
CA,1,2004,2012,38,62,,24,Bush
CA,2,2004,2012,68,32,,-36,Kerry
CA,3,2004,2012,48,52,,4,Bush
CA,4,2004,2012,38,62,,25,Bush
CA,5,2004,2012,67,33,,-33,Kerry
CA,6,2004,2012,59,41,,-18,Kerry
CA,7,2004,2012,44,56,,12,Bush
CA,8,2004,2012,35,65,,29,Bush
CA,9,2004,2012,49,51,,2,Bush
CA,10,2004,2012,42,58,,16,Bush
CA,11,2004,2012,65,35,,-31,Kerry
CA,12,2004,2012,85,15,,-70,Kerry
CA,13,2004,2012,87,13,,-75,Kerry
CA,14,2004,2012,72,28,,-45,Kerry
CA,15,2004,2012,63,37,,-26,Kerry
CA,16,2004,2012,48,52,,4,Bush
CA,17,2004,2012,66,34,,-33,Kerry
CA,18,2004,2012,66,34,,-32,Kerry
CA,19,2004,2012,63,37,,-27,Kerry
CA,20,2004,2012,66,34,,-33,Kerry
CA,21,2004,2012,43,57,,15,Bush
CA,22,2004,2012,34,66,,31,Bush
CA,23,2004,2012,29,71,,41,Bush
CA,24,2004,2012,51,49,,-2,Kerry
CA,25,2004,2012,41,59,,18,Bush
CA,26,2004,2012,49,51,,1,Bush
CA,27,2004,2012,57,43,,-14,Kerry
CA,28,2004,2012,67,33,,-34,Kerry
CA,29,2004,2012,68,32,,-36,Kerry
CA,30,2004,2012,62,38,,-24,Kerry
CA,31,2004,2012,48,52,,3,Bush
CA,32,2004,2012,56,44,,-13,Kerry
CA,33,2004,2012,62,38,,-23,Kerry
CA,34,2004,2012,77,23,,-54,Kerry
CA,35,2004,2012,57,43,,-13,Kerry
CA,36,2004,2012,44,56,,12,Bush
CA,37,2004,2012,81,19,,-62,Kerry
CA,38,2004,2012,57,43,,-13,Kerry
CA,39,2004,2012,41,59,,19,Bush
CA,40,2004,2012,73,27,,-47,Kerry
CA,41,2004,2012,49,51,,3,Bush
CA,42,2004,2012,34,66,,33,Bush
CA,43,2004,2012,71,29,,-42,Kerry
CA,44,2004,2012,76,24,,-53,Kerry
CA,45,2004,2012,38,62,,24,Bush
CA,46,2004,2012,48,52,,4,Bush
CA,47,2004,2012,52,48,,-4,Kerry
CA,48,2004,2012,39,61,,21,Bush
CA,49,2004,2012,42,58,,16,Bush
CA,50,2004,2012,34,66,,33,Bush
CA,51,2004,2012,57,43,,-14,Kerry
CA,52,2004,2012,49,51,,2,Bush
CA,53,2004,2012,53,47,,-7,Kerry
CO,1,2004,2012,65,35,,-31,Kerry
CO,2,2004,2012,56,44,,-12,Kerry
CO,3,2004,2012,45,56,,11,Bush
CO,4,2004,2012,35,65,,30,Bush
CO,5,2004,2012,33,67,,34,Bush
CO,6,2004,2012,46,54,,9,Bush
CO,7,2004,2012,51,49,,-1,Kerry
CT,1,2004,2012,60,40,,-21,Kerry
CT,2,2004,2012,55,45,,-10,Kerry
CT,3,2004,2012,57,43,,-15,Kerry
CT,4,2004,2012,53,47,,-6,Kerry
CT,5,2004,2012,50,50,,0,Kerry
DE,1,2004,2012,54,46,,-8,Kerry
DC,1,2004,2012,91,9,,-81,Kerry
FL,1,2004,2012,27,73,,45,Bush
FL,2,2004,2012,48,52,,4,Bush
FL,3,2004,2012,38,62,,25,Bush
FL,4,2004,2012,31,69,,38,Bush
FL,5,2004,2012,63,37,,-26,Kerry
FL,6,2004,2012,45,55,,10,Bush
FL,7,2004,2012,43,57,,14,Bush
FL,8,2004,2012,41,59,,17,Bush
FL,9,2004,2012,49,51,,2,Bush
FL,10,2004,2012,42,58,,16,Bush
FL,11,2004,2012,43,57,,15,Bush
FL,12,2004,2012,43,57,,14,Bush
FL,13,2004,2012,48,52,,4,Bush
FL,14,2004,2012,59,41,,-18,Kerry
FL,15,2004,2012,40,60,,21,Bush
FL,16,2004,2012,45,55,,11,Bush
FL,17,2004,2012,40,60,,21,Bush
FL,18,2004,2012,49,51,,2,Bush
FL,19,2004,2012,38,62,,24,Bush
FL,20,2004,2012,77,23,,-54,Kerry
FL,21,2004,2012,63,37,,-26,Kerry
FL,22,2004,2012,56,44,,-13,Kerry
FL,23,2004,2012,62,38,,-24,Kerry
FL,24,2004,2012,82,18,,-64,Kerry
FL,25,2004,2012,39,61,,22,Bush
FL,26,2004,2012,45,55,,10,Bush
FL,27,2004,2012,42,58,,16,Bush
GA,1,2004,2012,39,61,,21,Bush
GA,2,2004,2012,53,47,,-5,Kerry
GA,3,2004,2012,30,70,,41,Bush
GA,4,2004,2012,64,36,,-27,Kerry
GA,5,2004,2012,80,20,,-59,Kerry
GA,6,2004,2012,35,65,,31,Bush
GA,7,2004,2012,30,70,,39,Bush
GA,8,2004,2012,35,65,,30,Bush
GA,9,2004,2012,25,75,,50,Bush
GA,10,2004,2012,35,65,,29,Bush
GA,11,2004,2012,30,70,,40,Bush
GA,12,2004,2012,40,60,,21,Bush
GA,13,2004,2012,55,45,,-10,Kerry
GA,14,2004,2012,27,73,,45,Bush
HI,1,2004,2012,52,48,,-5,Kerry
HI,2,2004,2012,56,44,,-13,Kerry
ID,1,2004,2012,30,70,,40,Bush
ID,2,2004,2012,31,69,,38,Bush
IL,1,2004,2012,77,23,,-55,Kerry
IL,2,2004,2012,75,25,,-50,Kerry
IL,3,2004,2012,54,46,,-8,Kerry
IL,4,2004,2012,73,27,,-46,Kerry
IL,5,2004,2012,64,36,,-28,Kerry
IL,6,2004,2012,41,59,,17,Bush
IL,7,2004,2012,86,14,,-71,Kerry
IL,8,2004,2012,51,49,,-3,Kerry
IL,9,2004,2012,63,37,,-27,Kerry
IL,10,2004,2012,54,46,,-8,Kerry
IL,11,2004,2012,51,49,,-2,Kerry
IL,12,2004,2012,51,49,,-3,Kerry
IL,13,2004,2012,49,51,,3,Bush
IL,14,2004,2012,39,61,,22,Bush
IL,15,2004,2012,37,63,,25,Bush
IL,16,2004,2012,43,57,,13,Bush
IL,17,2004,2012,54,46,,-8,Kerry
IL,18,2004,2012,37,63,,25,Bush
IN,1,2004,2012,57,43,,-15,Kerry
IN,2,2004,2012,39,61,,23,Bush
IN,3,2004,2012,32,68,,36,Bush
IN,4,2004,2012,32,68,,37,Bush
IN,5,2004,2012,34,66,,32,Bush
IN,6,2004,2012,35,65,,31,Bush
IN,7,2004,2012,54,46,,-8,Kerry
IN,8,2004,2012,38,62,,23,Bush
IN,9,2004,2012,38,62,,25,Bush
IA,1,2004,2012,53,47,,-7,Kerry
IA,2,2004,2012,53,47,,-6,Kerry
IA,3,2004,2012,47,53,,5,Bush
IA,4,2004,2012,45,55,,11,Bush
KS,1,2004,2012,28,72,,45,Bush
KS,2,2004,2012,42,58,,16,Bush
KS,3,2004,2012,43,57,,14,Bush
KS,4,2004,2012,35,65,,31,Bush
KY,1,2004,2012,36,64,,27,Bush
KY,2,2004,2012,34,66,,32,Bush
KY,3,2004,2012,51,49,,-3,Kerry
KY,4,2004,2012,34,66,,31,Bush
KY,5,2004,2012,39,61,,22,Bush
KY,6,2004,2012,43,57,,14,Bush
LA,1,2004,2012,30,70,,40,Bush
LA,2,2004,2012,73,27,,-46,Kerry
LA,3,2004,2012,39,61,,23,Bush
LA,4,2004,2012,41,59,,18,Bush
LA,5,2004,2012,38,62,,25,Bush
LA,6,2004,2012,33,67,,33,Bush
ME,1,2004,2012,57,43,,-13,Kerry
ME,2,2004,2012,52,48,,-5,Kerry
MD,1,2004,2012,35,65,,29,Bush
MD,2,2004,2012,55,45,,-10,Kerry
MD,3,2004,2012,56,44,,-12,Kerry
MD,4,2004,2012,71,29,,-43,Kerry
MD,5,2004,2012,58,42,,-15,Kerry
MD,6,2004,2012,50,50,,1,Bush
MD,7,2004,2012,71,29,,-42,Kerry
MD,8,2004,2012,59,41,,-18,Kerry
MA,1,2004,2012,64,36,,-28,Kerry
MA,2,2004,2012,61,39,,-22,Kerry
MA,3,2004,2012,58,42,,-16,Kerry
MA,4,2004,2012,62,38,,-24,Kerry
MA,5,2004,2012,67,33,,-34,Kerry
MA,6,2004,2012,58,42,,-16,Kerry
MA,7,2004,2012,78,22,,-56,Kerry
MA,8,2004,2012,61,39,,-23,Kerry
MA,9,2004,2012,59,41,,-18,Kerry
MI,1,2004,2012,45,55,,11,Bush
MI,2,2004,2012,39,61,,22,Bush
MI,3,2004,2012,42,58,,16,Bush
MI,4,2004,2012,44,56,,12,Bush
MI,5,2004,2012,59,41,,-18,Kerry
MI,6,2004,2012,46,54,,9,Bush
MI,7,2004,2012,45,55,,10,Bush
MI,8,2004,2012,45,55,,10,Bush
MI,9,2004,2012,54,47,,-7,Kerry
MI,10,2004,2012,43,57,,14,Bush
MI,11,2004,2012,44,56,,12,Bush
MI,12,2004,2012,62,38,,-25,Kerry
MI,13,2004,2012,83,17,,-66,Kerry
MI,14,2004,2012,76,24,,-51,Kerry
MN,1,2004,2012,48,52,,4,Bush
MN,2,2004,2012,48,52,,4,Bush
MN,3,2004,2012,47,53,,6,Bush
MN,4,2004,2012,60,40,,-21,Kerry
MN,5,2004,2012,71,29,,-42,Kerry
MN,6,2004,2012,42,58,,17,Bush
MN,7,2004,2012,43,57,,13,Bush
MN,8,2004,2012,53,47,,-7,Kerry
MS,1,2004,2012,37,63,,27,Bush
MS,2,2004,2012,58,42,,-16,Kerry
MS,3,2004,2012,34,66,,32,Bush
MS,4,2004,2012,31,69,,38,Bush
MO,1,2004,2012,76,24,,-52,Kerry
MO,2,2004,2012,42,58,,15,Bush
MO,3,2004,2012,40,60,,20,Bush
MO,4,2004,2012,39,61,,23,Bush
MO,5,2004,2012,59,41,,-17,Kerry
MO,6,2004,2012,41,59,,18,Bush
MO,7,2004,2012,32,68,,35,Bush
MO,8,2004,2012,38,62,,24,Bush
MT,1,2004,2012,40,61,,21,Bush
NE,1,2004,2012,35,65,,29,Bush
NE,2,2004,2012,39,61,,22,Bush
NE,3,2004,2012,26,74,,49,Bush
NV,1,2004,2012,59,41,,-18,Kerry
NV,2,2004,2012,42,58,,16,Bush
NV,3,2004,2012,47,53,,6,Bush
NV,4,2004,2012,50,50,,1,Bush
NH,1,2004,2012,49,51,,2,Bush
NH,2,2004,2012,52,48,,-5,Kerry
NJ,1,2004,2012,61,39,,-21,Kerry
NJ,2,2004,2012,49,51,,2,Bush
NJ,3,2004,2012,47,53,,5,Bush
NJ,4,2004,2012,43,57,,14,Bush
NJ,5,2004,2012,46,54,,9,Bush
NJ,6,2004,2012,55,45,,-11,Kerry
NJ,7,2004,2012,44,56,,12,Bush
NJ,8,2004,2012,67,33,,-35,Kerry
NJ,9,2004,2012,60,40,,-21,Kerry
NJ,10,2004,2012,80,20,,-60,Kerry
NJ,11,2004,2012,44,56,,11,Bush
NJ,12,2004,2012,61,39,,-22,Kerry
NM,1,2004,2012,52,48,,-4,Kerry
NM,2,2004,2012,41,59,,17,Bush
NM,3,2004,2012,54,46,,-9,Kerry
NY,1,2004,2012,50,50,,1,Bush
NY,2,2004,2012,49,51,,2,Bush
NY,3,2004,2012,54,46,,-7,Kerry
NY,4,2004,2012,54,46,,-8,Kerry
NY,5,2004,2012,82,18,,-63,Kerry
NY,6,2004,2012,63,37,,-27,Kerry
NY,7,2004,2012,80,20,,-60,Kerry
NY,8,2004,2012,82,18,,-64,Kerry
NY,9,2004,2012,81,19,,-62,Kerry
NY,10,2004,2012,74,26,,-49,Kerry
NY,11,2004,2012,45,55,,10,Bush
NY,12,2004,2012,77,23,,-55,Kerry
NY,13,2004,2012,90,10,,-80,Kerry
NY,14,2004,2012,72,28,,-44,Kerry
NY,15,2004,2012,89,11,,-79,Kerry
NY,16,2004,2012,68,32,,-36,Kerry
NY,17,2004,2012,54,46,,-9,Kerry
NY,18,2004,2012,46,54,,8,Bush
NY,19,2004,2012,49,51,,2,Bush
NY,20,2004,2012,56,44,,-12,Kerry
NY,21,2004,2012,47,53,,6,Bush
NY,22,2004,2012,46,54,,8,Bush
NY,23,2004,2012,45,55,,10,Bush
NY,24,2004,2012,52,48,,-4,Kerry
NY,25,2004,2012,52,48,,-4,Kerry
NY,26,2004,2012,63,37,,-26,Kerry
NY,27,2004,2012,43,57,,15,Bush
NC,1,2004,2012,65,35,,-30,Kerry
NC,2,2004,2012,37,63,,26,Bush
NC,3,2004,2012,38,62,,24,Bush
NC,4,2004,2012,64,36,,-29,Kerry
NC,5,2004,2012,36,64,,28,Bush
NC,6,2004,2012,37,63,,25,Bush
NC,7,2004,2012,39,61,,23,Bush
NC,8,2004,2012,37,63,,26,Bush
NC,9,2004,2012,37,63,,26,Bush
NC,10,2004,2012,39,61,,23,Bush
NC,11,2004,2012,37,63,,25,Bush
NC,12,2004,2012,70,30,,-41,Kerry
NC,13,2004,2012,38,62,,24,Bush
ND,1,2004,2012,36,64,,28,Bush
OH,1,2004,2012,43,57,,14,Bush
OH,2,2004,2012,40,60,,19,Bush
OH,3,2004,2012,62,38,,-24,Kerry
OH,4,2004,2012,40,60,,21,Bush
OH,5,2004,2012,40,60,,20,Bush
OH,6,2004,2012,46,54,,8,Bush
OH,7,2004,2012,45,55,,11,Bush
OH,8,2004,2012,36,64,,27,Bush
OH,9,2004,2012,64,36,,-28,Kerry
OH,10,2004,2012,48,52,,4,Bush
OH,11,2004,2012,79,21,,-59,Kerry
OH,12,2004,2012,40,60,,19,Bush
OH,13,2004,2012,63,37,,-26,Kerry
OH,14,2004,2012,47,53,,5,Bush
OH,15,2004,2012,43,57,,14,Bush
OH,16,2004,2012,45,55,,9,Bush
OK,1,2004,2012,35,65,,31,Bush
OK,2,2004,2012,41,59,,19,Bush
OK,3,2004,2012,28,72,,44,Bush
OK,4,2004,2012,33,67,,34,Bush
OK,5,2004,2012,36,64,,28,Bush
OR,1,2004,2012,54,46,,-8,Kerry
OR,2,2004,2012,38,62,,23,Bush
OR,3,2004,2012,69,31,,-38,Kerry
OR,4,2004,2012,50,50,,-1,Kerry
OR,5,2004,2012,49,51,,3,Bush
PA,1,2004,2012,75,25,,-49,Kerry
PA,2,2004,2012,88,12,,-76,Kerry
PA,3,2004,2012,45,55,,9,Bush
PA,4,2004,2012,38,62,,24,Bush
PA,5,2004,2012,42,58,,16,Bush
PA,6,2004,2012,47,53,,7,Bush
PA,7,2004,2012,49,51,,1,Bush
PA,8,2004,2012,51,49,,-1,Kerry
PA,9,2004,2012,41,59,,19,Bush
PA,10,2004,2012,36,64,,28,Bush
PA,11,2004,2012,42,58,,16,Bush
PA,12,2004,2012,46,54,,9,Bush
PA,13,2004,2012,62,38,,-24,Kerry
PA,14,2004,2012,67,33,,-34,Kerry
PA,15,2004,2012,46,54,,8,Bush
PA,16,2004,2012,40,60,,20,Bush
PA,17,2004,2012,53,47,,-6,Kerry
PA,18,2004,2012,46,54,,9,Bush
RI,1,2004,2012,64,36,,-28,Kerry
RI,2,2004,2012,58,42,,-15,Kerry
SC,1,2004,2012,38,62,,25,Bush
SC,2,2004,2012,35,65,,30,Bush
SC,3,2004,2012,34,66,,32,Bush
SC,4,2004,2012,34,66,,32,Bush
SC,5,2004,2012,40,60,,20,Bush
SC,6,2004,2012,66,34,,-32,Kerry
SC,7,2004,2012,44,56,,13,Bush
SD,1,2004,2012,39,61,,22,Bush
TN,1,2004,2012,31,69,,37,Bush
TN,2,2004,2012,36,64,,29,Bush
TN,3,2004,2012,40,60,,21,Bush
TN,4,2004,2012,39,61,,21,Bush
TN,5,2004,2012,54,46,,-8,Kerry
TN,6,2004,2012,39,61,,22,Bush
TN,7,2004,2012,39,61,,22,Bush
TN,8,2004,2012,37,63,,27,Bush
TN,9,2004,2012,70,30,,-40,Kerry
TX,1,2004,2012,30,70,,40,Bush
TX,2,2004,2012,32,68,,36,Bush
TX,3,2004,2012,29,71,,42,Bush
TX,4,2004,2012,31,69,,38,Bush
TX,5,2004,2012,34,66,,31,Bush
TX,6,2004,2012,34,66,,31,Bush
TX,7,2004,2012,34,66,,32,Bush
TX,8,2004,2012,25,75,,51,Bush
TX,9,2004,2012,69,31,,-37,Kerry
TX,10,2004,2012,38,62,,24,Bush
TX,11,2004,2012,22,78,,56,Bush
TX,12,2004,2012,32,68,,36,Bush
TX,13,2004,2012,22,78,,57,Bush
TX,14,2004,2012,43,57,,14,Bush
TX,15,2004,2012,46,54,,7,Bush
TX,16,2004,2012,55,45,,-11,Kerry
TX,17,2004,2012,37,63,,27,Bush
TX,18,2004,2012,70,30,,-41,Kerry
TX,19,2004,2012,23,77,,54,Bush
TX,20,2004,2012,50,50,,-1,Kerry
TX,21,2004,2012,37,63,,26,Bush
TX,22,2004,2012,33,67,,34,Bush
TX,23,2004,2012,42,58,,17,Bush
TX,24,2004,2012,33,67,,34,Bush
TX,25,2004,2012,38,62,,24,Bush
TX,26,2004,2012,28,72,,45,Bush
TX,27,2004,2012,37,63,,26,Bush
TX,28,2004,2012,47,53,,5,Bush
TX,29,2004,2012,56,44,,-13,Kerry
TX,30,2004,2012,70,30,,-41,Kerry
TX,31,2004,2012,34,66,,32,Bush
TX,32,2004,2012,38,62,,25,Bush
TX,33,2004,2012,62,38,,-23,Kerry
TX,34,2004,2012,49,51,,3,Bush
TX,35,2004,2012,57,43,,-13,Kerry
TX,36,2004,2012,32,68,,36,Bush
UT,1,2004,2012,22,78,,55,Bush
UT,2,2004,2012,31,69,,38,Bush
UT,3,2004,2012,22,78,,57,Bush
UT,4,2004,2012,32,68,,36,Bush
VT,1,2004,2012,60,40,,-21,Kerry
VA,1,2004,2012,39,61,,22,Bush
VA,2,2004,2012,42,58,,17,Bush
VA,3,2004,2012,70,30,,-39,Kerry
VA,4,2004,2012,41,59,,17,Bush
VA,5,2004,2012,43,57,,14,Bush
VA,6,2004,2012,36,64,,28,Bush
VA,7,2004,2012,36,64,,28,Bush
VA,8,2004,2012,64,36,,-27,Kerry
VA,9,2004,2012,40,60,,20,Bush
VA,10,2004,2012,43,57,,15,Bush
VA,11,2004,2012,54,46,,-9,Kerry
WA,1,2004,2012,51,49,,-3,Kerry
WA,2,2004,2012,56,44,,-12,Kerry
WA,3,2004,2012,47,53,,7,Bush
WA,4,2004,2012,35,65,,30,Bush
WA,5,2004,2012,42,58,,16,Bush
WA,6,2004,2012,54,46,,-8,Kerry
WA,7,2004,2012,77,23,,-54,Kerry
WA,8,2004,2012,47,53,,7,Bush
WA,9,2004,2012,64,36,,-27,Kerry
WA,10,2004,2012,53,47,,-6,Kerry
WV,1,2004,2012,42,58,,16,Bush
WV,2,2004,2012,42,58,,15,Bush
WV,3,2004,2012,46,54,,7,Bush
WI,1,2004,2012,46,54,,9,Bush
WI,2,2004,2012,63,37,,-27,Kerry
WI,3,2004,2012,53,47,,-7,Kerry
WI,4,2004,2012,69,31,,-38,Kerry
WI,5,2004,2012,37,63,,27,Bush
WI,6,2004,2012,43,57,,15,Bush
WI,7,2004,2012,48,52,,3,Bush
WI,8,2004,2012,44,56,,11,Bush
WY,1,2004,2012,30,70,,41,Bush
AL,0,2004,,36.84,62.46,0.71,25.62,Bush
AK,0,2004,,35.52,61.07,3.42,25.55,Bush
AZ,0,2004,,44.4,54.87,0.74,10.47,Bush
AR,0,2004,,44.55,54.31,1.14,9.76,Bush
CA,0,2004,,54.31,44.36,1.33,-9.95,Kerry
CO,0,2004,,47.02,51.69,1.28,4.67,Bush
CT,0,2004,,54.31,43.95,1.74,-10.36,Kerry
DE,0,2004,,53.35,45.75,0.91,-7.6,Kerry
DC,0,2004,,89.18,9.34,1.47,-79.84,Kerry
FL,0,2004,,47.09,52.1,0.81,5.01,Bush
GA,0,2004,,41.37,57.97,0.66,16.6,Bush
HI,0,2004,,54.01,45.26,0.72,-8.75,Kerry
ID,0,2004,,30.26,68.38,1.36,38.12,Bush
IL,0,2004,,54.82,44.48,0.7,-10.34,Kerry
IN,0,2004,,39.26,59.94,0.78,20.68,Bush
IA,0,2004,,49.23,49.9,0.88,0.67,Bush
KS,0,2004,,36.62,62,1.37,25.38,Bush
KY,0,2004,,39.69,59.55,0.76,19.86,Bush
LA,0,2004,,42.22,56.72,1.06,14.5,Bush
ME,0,2004,,53.57,44.58,1.86,-8.99,Kerry
MD,0,2004,,55.91,42.93,1.15,-12.98,Kerry
MA,0,2004,,61.94,36.78,1.29,-25.16,Kerry
MI,0,2004,,51.23,47.81,0.96,-3.42,Kerry
MN,0,2004,,51.09,47.61,1.3,-3.48,Kerry
MS,0,2004,,39.76,59.45,0.79,19.69,Bush
MO,0,2004,,46.1,53.3,0.61,7.2,Bush
MT,0,2004,,38.56,59.07,2.36,20.51,Bush
NE,0,2004,,32.68,65.9,1.42,33.22,Bush
NV,0,2004,,47.88,50.47,1.64,2.59,Bush
NH,0,2004,,50.24,48.87,0.87,-1.37,Kerry
NJ,0,2004,,52.92,46.24,0.84,-6.68,Kerry
NM,0,2004,,49.05,49.84,1.11,0.79,Bush
NY,0,2004,,58.37,40.08,1.54,-18.29,Kerry
NC,0,2004,,43.58,56.02,0.4,12.44,Bush
ND,0,2004,,35.5,62.86,1.63,27.36,Bush
OH,0,2004,,48.71,50.81,0.47,2.1,Bush
OK,0,2004,,34.43,65.57,0,31.14,Bush
OR,0,2004,,51.35,47.19,1.47,-4.16,Kerry
PA,0,2004,,50.92,48.42,0.66,-2.5,Kerry
RI,0,2004,,59.42,38.67,1.9,-20.75,Kerry
SC,0,2004,,40.9,57.98,1.11,17.08,Bush
SD,0,2004,,38.44,59.91,1.64,21.47,Bush
TN,0,2004,,42.53,56.8,0.68,14.27,Bush
TX,0,2004,,38.22,61.09,0.68,22.87,Bush
UT,0,2004,,26,71.54,2.46,45.54,Bush
VT,0,2004,,58.94,38.8,2.26,-20.14,Kerry
VA,0,2004,,45.48,53.68,0.82,8.2,Bush
WA,0,2004,,52.82,45.64,1.53,-7.18,Kerry
WV,0,2004,,43.2,56.06,0.74,12.86,Bush
WI,0,2004,,49.7,49.32,0.99,-0.38,Kerry
WY,0,2004,,29.07,68.86,2.07,39.79,Bush
US,0,2004,,48.27,50.73,1,2.46,Bush
AK,1,2008,2012,38.1,59.7,2.2,21.6,McCain
AL,1,2008,2012,38.5,60.9,0.6,22.4,McCain
AL,2,2008,2012,35,64.5,0.5,29.5,McCain
AL,3,2008,2012,36.6,62.6,0.8,26,McCain
AL,4,2008,2012,25.5,73.3,1.2,47.8,McCain
AL,5,2008,2012,36.3,62.6,1.1,26.3,McCain
AL,6,2008,2012,25,74.1,0.9,49.1,McCain
AL,7,2008,2012,71.5,28.1,0.4,-43.4,Obama
AR,1,2008,2012,39.2,58,2.8,18.8,McCain
AR,2,2008,2012,44.3,53.8,1.9,9.5,McCain
AR,3,2008,2012,33.9,63.7,2.4,29.8,McCain
AR,4,2008,2012,37.4,59.9,2.7,22.5,McCain
AZ,1,2008,2012,47.8,51,1.2,3.2,McCain
AZ,2,2008,2012,48.9,49.8,1.3,0.9,McCain
AZ,3,2008,2012,58.2,40.7,1.1,-17.5,Obama
AZ,4,2008,2012,34.4,64.2,1.4,29.8,McCain
AZ,5,2008,2012,36.3,62.6,1.1,26.3,McCain
AZ,6,2008,2012,41.2,57.7,1.1,16.5,McCain
AZ,7,2008,2012,64.7,34.1,1.2,-30.6,Obama
AZ,8,2008,2012,38.4,60.6,1,22.2,McCain
AZ,9,2008,2012,51.3,47.4,1.3,-3.9,Obama
CA,1,2008,2012,42,53,5,11,McCain
CA,2,2008,2012,71,25,4,-46,Obama
CA,3,2008,2012,55,42,3,-13,Obama
CA,4,2008,2012,43,54,3,11,McCain
CA,5,2008,2012,70,26,4,-44,Obama
CA,6,2008,2012,68,29,3,-39,Obama
CA,7,2008,2012,51,46,3,-5,Obama
CA,8,2008,2012,42,55,3,13,McCain
CA,9,2008,2012,56,41,3,-15,Obama
CA,10,2008,2012,50,47,3,-3,Obama
CA,11,2008,2012,69,28,3,-41,Obama
CA,12,2008,2012,84,13,3,-71,Obama
CA,13,2008,2012,87,10,3,-77,Obama
CA,14,2008,2012,73,24,3,-49,Obama
CA,15,2008,2012,67,30,3,-37,Obama
CA,16,2008,2012,57,40,3,-17,Obama
CA,17,2008,2012,69,28,3,-41,Obama
CA,18,2008,2012,70,27,3,-43,Obama
CA,19,2008,2012,68,29,3,-39,Obama
CA,20,2008,2012,71,26,3,-45,Obama
CA,21,2008,2012,52,46,2,-6,Obama
CA,22,2008,2012,42,55,3,13,McCain
CA,23,2008,2012,36,61,3,25,McCain
CA,24,2008,2012,56,41,3,-15,Obama
CA,25,2008,2012,49,48,3,-1,Obama
CA,26,2008,2012,56,41,3,-15,Obama
CA,27,2008,2012,61,35,4,-26,Obama
CA,28,2008,2012,70,26,4,-44,Obama
CA,29,2008,2012,74,23,3,-51,Obama
CA,30,2008,2012,66,31,3,-35,Obama
CA,31,2008,2012,56,41,3,-15,Obama
CA,32,2008,2012,62,35,3,-27,Obama
CA,33,2008,2012,64,33,3,-31,Obama
CA,34,2008,2012,77,19,4,-58,Obama
CA,35,2008,2012,64,32,4,-32,Obama
CA,36,2008,2012,50,47,3,-3,Obama
CA,37,2008,2012,84,13,3,-71,Obama
CA,38,2008,2012,61,35,4,-26,Obama
CA,39,2008,2012,47,49,4,2,McCain
CA,40,2008,2012,77,19,4,-58,Obama
CA,41,2008,2012,59,38,3,-21,Obama
CA,42,2008,2012,43,54,3,11,McCain
CA,43,2008,2012,75,22,3,-53,Obama
CA,44,2008,2012,81,16,3,-65,Obama
CA,45,2008,2012,46,51,3,5,McCain
CA,46,2008,2012,58,39,3,-19,Obama
CA,47,2008,2012,58,39,3,-19,Obama
CA,48,2008,2012,46,51,3,5,McCain
CA,49,2008,2012,49,48,3,-1,Obama
CA,50,2008,2012,39,58,3,19,McCain
CA,51,2008,2012,65,32,3,-33,Obama
CA,52,2008,2012,55,43,2,-12,Obama
CA,53,2008,2012,61,36,3,-25,Obama
CO,1,2008,2012,70.9,27.6,1.5,-43.3,Obama
CO,2,2008,2012,61.2,37.2,1.6,-24,Obama
CO,3,2008,2012,48.4,49.9,1.7,1.5,McCain
CO,4,2008,2012,41.9,56.4,1.7,14.5,McCain
CO,5,2008,2012,39.7,58.8,1.5,19.1,McCain
CO,6,2008,2012,53.6,44.9,1.5,-8.7,Obama
CO,7,2008,2012,57.4,40.7,1.9,-16.7,Obama
CT,1,2008,2012,65.8,32.9,1.3,-32.9,Obama
CT,2,2008,2012,58.6,40,1.4,-18.6,Obama
CT,3,2008,2012,62.6,36.2,1.2,-26.4,Obama
CT,4,2008,2012,59.6,39.7,0.7,-19.9,Obama
CT,5,2008,2012,56.4,42.4,1.2,-14,Obama
DE,1,2008,2012,61.9,36.9,1.2,-25,Obama
FL,1,2008,2012,32.1,67,0.9,34.9,McCain
FL,2,2008,2012,47.1,52,0.9,4.9,McCain
FL,3,2008,2012,39.6,59.3,1.1,19.7,McCain
FL,4,2008,2012,36.6,62.7,0.7,26.1,McCain
FL,5,2008,2012,70.6,28.8,0.6,-41.8,Obama
FL,6,2008,2012,45.6,53.6,0.8,8,McCain
FL,7,2008,2012,49.2,50,0.8,0.8,McCain
FL,8,2008,2012,44,55.1,0.9,11.1,McCain
FL,9,2008,2012,60.3,39.1,0.6,-21.2,Obama
FL,10,2008,2012,47.2,52,0.8,4.8,McCain
FL,11,2008,2012,43.1,55.9,1,12.8,McCain
FL,12,2008,2012,46.8,52.2,1,5.4,McCain
FL,13,2008,2012,51.3,47.5,1.2,-3.8,Obama
FL,14,2008,2012,65.2,34,0.8,-31.2,Obama
FL,15,2008,2012,46.1,53.1,0.8,7,McCain
FL,16,2008,2012,48.2,50.9,0.9,2.7,McCain
FL,17,2008,2012,43.2,55.9,0.9,12.7,McCain
